#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
obj_expand_realm_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
obj_expand_realm_SUCCESS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
call_a_grand_council;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
call_a_grand_council_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
call_a_grand_councilFACTION;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
call_a_grand_councilFACTIONB;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTITLEambition.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTITLEambition.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBambition.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTITLEambition.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBambition.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPambition.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.13RULER;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.13ARRIVED;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.13REGENT;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.13ENDLINE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.913;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.913;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.914;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.914;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.914;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBambition.914;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.914FAVOUR;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCambition.914;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.914AGAINST;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTEambition.914;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.914LUNATIC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTFambition.914;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.914GREEDY;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDambition.914;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.914JUST;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTFambition.914;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.914LUSTFUL;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.19;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.19;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.20;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.20;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.21;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.21;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.22;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.22;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.23;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.23;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBambition.23;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCambition.23;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDambition.23;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.24;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.24;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.26;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.26;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.26;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.26A;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTbambition.26;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.26B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCambition.26;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.26C;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.27;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.27;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_left_grand_council;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_invasion_good;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_invasion_bad;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_council_persuaded;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_council_dissuaded;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.40;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.40;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPgrand_councilPERSUADE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.41;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.41;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.42;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.42;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.43;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.44;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.45;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.46;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.46;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPgrand_councilDISSUADE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.47;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.47;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.48;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.48;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.49;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.50;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.51;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.52;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.52;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.53;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.53;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.54;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.54;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.55;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.55;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.56;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.56;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.57;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.58;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.58;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.59;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.59;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.60;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.60;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
invasion_ambition;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
invasion_ambition_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.700;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.700;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.70;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.70;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.71;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.71;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBambition.72;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.71;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_acquaintance;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.72;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.72;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.73;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.73;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.74;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.74;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.75;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.75;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.77;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.77;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.78;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.78;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.78;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBambition.78;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.79;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.79;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.80;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.80;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.81;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.81;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPambition.82;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.82;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.82;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBambition.82;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.83;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.83;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCambition.84;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAambition.84;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC250701;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA250701;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTB250701;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
obj_become_independent_title;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
obj_become_independent_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
obj_bloodline_iron_throne_title;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
obj_bloodline_iron_throne_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPobj_bloodline_iron_throne_success;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
plot_buy_loyalty_title;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
plot_buy_loyalty_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPplot_buy_loyaltyBOUGHT;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_loyalty_bought;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_bribe_rejected;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_loyal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_rejected_approach;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
plot_buy_loyalty_decision;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
plot_buy_loyalty_decision_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBplot_event.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCplot_event.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDplot_event.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBplot_event.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBplot_event.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCplot_event.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPplot_event.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPplot_event.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBplot_event.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPplot_event.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBplot_event.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCplot_event.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDplot_event.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTEplot_event.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTFplot_event.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_betrayed_loyalty;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_impressed_loyalty;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_mildly_impressed_loyalty;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_unimpressed_loyalty;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
assign_mission;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
assign_mission_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPplot_event.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBplot_event.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPplot_event.17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPplot_event.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBplot_event.17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCplot_event.17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPplot_event.19;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPplot_event.23;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.19;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.19;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCplot_event.20;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAplot_event.20;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
