brilliant_strategist;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
brilliant_strategist_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN1_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN2_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN3_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN4_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN5_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN6_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN7_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN8_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN9_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN10_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN11_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN12_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN13_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN14_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DYN15_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
title_master_of_the_horse_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EXILE_IMPRISONED_INTERACTION_TITLE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EXILE_IMPRISONED_INTERACTION_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EXILE_IMPRISONED_INTERACTION_LONG_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EXILE_IMPRISONED_INTERACTION_0;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ARRANGE_MARRIAGE_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ARRANGE_BETROTHAL_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC1014;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA1014;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
obj_become_spiritual_title_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
underhanded_rogue;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC4155;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTC4155;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTD4155;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTG4155;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DE_JURE_KINGDOM_DESC_HOLDER_1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DE_JURE_KINGDOM_DESC_HOLDER_2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DE_JURE_DUCHY_DESC_HOLDER_1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DE_JURE_DUCHY_DESC_HOLDER_2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTC73001;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC6224;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA6224;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC6229;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
voice_of_satan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC64080;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC2130;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DIPLOFLAVOR_INSULT_0;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DIPLOFLAVOR_INSULT_1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
hedonist_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA4140;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
hold_a_epic_tournament;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
hold_a_epic_tournament_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tournament_invite;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC70000;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOURNAMENTTITLE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC70038;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC70039;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC70040;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC70034;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC70035;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC70036;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC70033;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC1058;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA1058;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3385;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA3385;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3325;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
COUNTY;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DUCAL;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ROYAL;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
IMPERIAL;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#true_cognatic_succession;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ironkingrel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
stormkingrel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC4060;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
MAPMODE_DEFACTO_COUNTIES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
MAPMODE_DEFACTO_COUNTIES_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
MAPMODE_DEFACTO_DUCHIES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
MAPMODE_DEFACTO_DUCHIES_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
MAPMODE_DEFACTO_KINGDOMS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
MAPMODE_DEFACTO_KINGDOMS_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
MAPMODE_DUCHIES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
MAPMODE_DUCHIES_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
MAPMODE_KINGDOMS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
MAPMODE_KINGDOMS_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
MAPMODE_EMPIRES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
MAPMODE_EMPIRES_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#SEND_GIFT_INTERACTION_TITLE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#SEND_GIFT_INTERACTION_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#SEND_GIFT_INTERACTION_0;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#SEND_GIFT_INTERACTION_1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#SEND_GIFT_INTERACTION_2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#SEND_GIFT_INTERACTION_4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#SEND_GIFT_INTERACTION_ACCEPT_SETUP;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#SEND_GIFT_INTERACTION_ACCEPT_LOG;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#SEND_GIFT_INTERACTION_DECLINE_SETUP;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#SEND_GIFT_INTERACTION_DECLINE_LOG;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#SEND_GIFT_INTERACTION_OFFER;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#SEND_GIFT_INTERACTION_LETTER;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTD50006;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC50027;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA50027;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
the_impaler;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
master_impaler;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
impaler;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
impaler_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIP72032;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC72032;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA72032;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTB72032;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIP72033;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC72033;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA72033;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIP72034;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC72034;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA72034;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIP72035;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC72035;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA72035;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIP72036;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC72036;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA72036;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
CHAR_RELATION_BASTARD_DYNASTY;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC1910;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIP38210;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC38210;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTB38210;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73002;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC70004;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC70005;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC70006;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA70000;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3242;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA3242;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTNAME39101;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC39101;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39200;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC39201;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39201;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC39210;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39211;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39213;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39220;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39221;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC39222;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39223;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39224;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39225;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39226;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC39300;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39300;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC39301;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39301;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC39302;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39302;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC39303;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39303;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC39304;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39304;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC39305;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39305;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC39306;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39306;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39310;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA39311;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA1200002;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTB1200002;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTC1200002;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC1540;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
CHAR_PRIEST;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
THE_SEVEN-POINTED_STAR;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA20140;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTB20140;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC69060;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3000;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73200;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73201;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA73201;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73202;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73203;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA73204;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73205;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73210;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73211;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA73211;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73212;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73213;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA73214;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73215;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73220;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73221;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA73221;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73222;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73223;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#EVTDESC73224;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA73224;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73225;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC38020;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA38020;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTB38020;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTD38020;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_granted_barony;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_granted_county;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_granted_duchy;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#opinion_granted_kingdom;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TECH_DESC_DEFAULT;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TECH_DESC_PROV;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA450;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTB450;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA452;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTB452;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3460;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA3460;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3462;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3203;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
action_advance_mil_tech;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
action_advance_mil_tech_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
action_study_technology;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
action_study_technology_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTNAME938;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC938;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA938;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC20330;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC20331;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC20332;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3115;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA3115;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3116;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA3116;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIP3117;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3117;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA3117;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
action_improve_rel_relations;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
action_improve_rel_relations_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA73002;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTB73002;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3200;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
succ_feudal_elective_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC5060;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC94108;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ARRANGE_MARRIAGE_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ARRANGE_BETROTHAL_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ENDGAME_TEXT_ENDGAME;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
MAPMODE_DYNASTY_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
STAT_MARTIAL_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
STAT_DIPLOMACY_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
STAT_INTRIGUE_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
STAT_STEWARDSHIP_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
STAT_LEARNING_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTALoR.886.AGOT;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTALoR.886.AGOTB;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTALoR.886.AGOTC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TITLE_KING_CREATION_PIETY_COST;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TITLE_CREATION_REQ_DUCHIES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TITLE_EMPIRE_CREATION_PIETY_COST;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TITLE_CREATION_REQ_KINGDOMS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DEATH_SACRIFICED;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DEATH_SACRIFICED_NO_KILLER;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
S_NOT_ADULT;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
IS_ADULT;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
IS_NOT_MARRIAGE_ADULT;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
IS_MARRIAGE_ADULT;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
DISEASE_ACTIVATED;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
AIREASON_IS_PRISONER_OF_CHAR;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
SunsetInvasionDLC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
NOT_COASTAL;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
NOT_FORBIDDEN_LEAD;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
FORBIDDEN_LEAD;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
