#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPDRAGON.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAdragon.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
hatch_dragon_dec;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.76;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.77;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.77;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.77;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTNAMEdragon.76;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTNAMEdragon.77;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
hatch_dragon_dec_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
field_of_fire_dec;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
field_of_fire_dec_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
siege_of_fire_dec;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
siege_of_fire_dec_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tame_dragon_dec;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tame_dragon_dec_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTNAMEdragon.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.25;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.25;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.22;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.22;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.24;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.24;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.29;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.29;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.19;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.19;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.67;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.67;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.67;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.68;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.68;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.69;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.69;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.70;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.70;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
bestowed_dragon_egg;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
bestow_dragon_egg;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
bestow_dragon_egg_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPdragon.32B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPdragon.32;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPdragon.39;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPdragon.40;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.39;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.39;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.40;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.40;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.4010;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.41;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.41;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
has_burned_dragonflame;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
has_burned_dragonflame_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
has_burned_dragonflame_death;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.1198;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.1198B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.1198C;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.1198D;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.1198;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.1198;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
String_DragonName;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
String_DragonNamePlusRider;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
fed_to_dragon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
fed_to_dragon_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.71;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.71;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTB999900081;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.72;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
show_me_the_dragons;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
show_me_the_dragons_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.73;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.73;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.73;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCdragon.73;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDdragon.73;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPGETNAME;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPGETDRAGONRIDERS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPGETUNTAMEDDRAGONS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPGETWILDDRAGONS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPGETWILDDRAGON;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPGETDRAGONEGGS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPGETNAMEEGG;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
plot_kill_dragon_short;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
plot_kill_dragon_title;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
plot_kill_dragon_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTNAMEdragon.43;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.43;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPdragon.43ENEMY;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPdragon.43ALLY;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.43;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.43;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.4498;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.4498;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.44;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.44;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.44;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCdragon.44;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.4598;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.4598;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.4699;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.4699;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPdragon.4698;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.4698;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.4698;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.4697;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCddragon.4791;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.4791;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCddragon.4792;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.4792;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCddragon.4793;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.5800;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.5801;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.5801;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.5801;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCddragon.4796;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.4796;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCddragon.4797;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.4797;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCddragon.4798;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.4798;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.48;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.48;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3370102;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA3370102;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#EVTDESCdragon.46;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#EVTOPTAdragon.46;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#EVTDESCdragon.47;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.58;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.58;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.58;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#EVTDESCdragon.49;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#EVTDESCdragon.48;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.59;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.59;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#EVTDESCdragon.50;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#EVTOPTAdragon.50;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3370110;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3370112;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3370113;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#EVTDESCdragon.51;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#EVTOPTAdragon.51;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#EVTDESCdragon.52;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#EVTOPTAdragon.52;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.53;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.53;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.54;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.54;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.55;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.55;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.56;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.56;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.57;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.57;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
poor_warrior_dragon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
trained_warrior_dragon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
skilled_warrior_dragon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
master_warrior_dragon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
poor_warrior_dragon_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
trained_warrior_dragon_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
skilled_warrior_dragon_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
master_warrior_dragon_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPdragon_conquest_surrender_EMP;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_surrendered;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.682;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.682;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.350;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.350;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCdragon.350;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPdragon.355;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.351;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPdragon.360;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.352;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.352;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.352;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.353;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.354;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
