#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC20131;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC20133;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
CB_NAME_DEJUREKINGCLAIM;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
dejure_kingdom_claim_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC999900070;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC999900071;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA999900071;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTB999900071;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC999900072;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA999900072;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA999900073;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA999900074;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC999900076;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA999900076;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTB999900076;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESChigh_valyrian.100;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAhigh_valyrian.100;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTBhigh_valyrian.100;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
reading_valyrian_books;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCfire_obsessed.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAfire_obsessed.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTBfire_obsessed.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
pyromancer;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCfire_obsessed.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAfire_obsessed.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
opinion_pyromancer;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
fire_obsessed;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
fire_obsessed_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCfire_obsessed.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAfire_obsessed.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTBfire_obsessed.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCfire_obsessed.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAfire_obsessed.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
opinion_burned_closed_relative;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESChigh_valyrian.101;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAhigh_valyrian.101;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTBhigh_valyrian.101;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTChigh_valyrian.101;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESChigh_valyrian.102;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAhigh_valyrian.102;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTBhigh_valyrian.102;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTChigh_valyrian.102;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESChigh_valyrian.103;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAhigh_valyrian.103;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
DRAGONTOURNAMENTTITLE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESChigh_valyrian.104;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESChigh_valyrian.105;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAhigh_valyrian.105;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESChigh_valyrian.106;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAhigh_valyrian.106;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESChigh_valyrian.107;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTTOOLTIPhigh_valyrian.103;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTTOOLTIPhigh_valyrian.104;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
action_oversee_province_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
action_oversee_province_nomadic_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
action_improve_defenses_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
action_pacify_province_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
action_pacify_province_nomadic_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESChigh_valyrian.108;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAhigh_valyrian.108;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTBhigh_valyrian.108;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTChigh_valyrian.108;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESChigh_valyrian.109;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAhigh_valyrian.109;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTBhigh_valyrian.109;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTChigh_valyrian.109;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESChigh_valyrian.110;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAhigh_valyrian.110;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESChigh_valyrian.111;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAhigh_valyrian.111;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
dragon_eggs;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTBroberts_rebellion.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
demand_kings_landing;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
demand_kings_landing_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTTOOLTIP63070;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63070;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTTOOLTIP63072;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63071;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63072;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA63072;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63073;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63074;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63075;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTTOOLTIP63073;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTTOOLTIPfire_obsessed.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
opinion_targaryen_loyalist;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC45340;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA45340;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
marsh;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
kingsroad;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
river_road;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
goldroad;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
roseroad;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
oceanroad;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
highroad;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
high_road;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
marshroad;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
moatcailin;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
mountainpass;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCroberts_rebellion.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAroberts_rebellion.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
opinion_intimidated;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
opinion_resentful;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTC72001;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTC72002;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC72130;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA72130;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC72131;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA72131;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC62016;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA62016;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
has_missing;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
has_missing_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
has_missing_death;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
invasion_ironborn_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
invasion_ironborn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
i_am_high_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
i_am_high_valyrian_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
TOOLTIPi_am_high_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
CITY_WATCH_OF;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCmaintenance.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAmaintenance.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63076;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA63076;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTB63076;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63077;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63077C;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63077E;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA63077;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTG63001;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTTOOLTIP63079;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTTOOLTIP63080;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63078;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63078C;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA63078;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63079;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63079C;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA63079;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTB63079;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTTOOLTIP63081;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63080;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63080C;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA63080;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63081;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA63081;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
opinion_hoarding_titles_vassal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
TOOLTIPEVTOPTB63001;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTTOOLTIP63078;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTTOOLTIP63077;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63181;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA63181;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTB63181;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC63182;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCvassal_request.462;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
plot_weaken_lord_paramount_title;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
plot_weaken_lord_paramount_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTTOOLTIPIRONTHRONEPLOT3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCplot_event.34;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAplot_event.34;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTBplot_event.34;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
TOOLTIPplot_event.34;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCplot_event.35;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAplot_event.35;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCplot_event.36;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTC63077;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
plot_weaken_lord_paramount_ultimatum_decision;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
plot_weaken_lord_paramount_ultimatum_decision_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
TOOLTIPWEAKENLPPLOTWAR;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCplot_event.37;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
back_seat_leader;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
back_seat_leader_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
ca_asoiaf_driftmarkshipyard;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
wedding;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
wedding_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
title_small_council_advisor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
title_small_council_advisor_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTTOOLTIPfire_obsessed.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
opinion_estranged;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
legitimise_gulltown_arryns;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
legitimise_gulltown_arryns_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
TOOLTIPlegitimise_gulltown_arryns;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESC66112;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTA66112;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCtrait_notification.200;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCtrait_notification.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
#EVTDESCtrait_notification.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
#EVTDESCtrait_notification.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCtrait_notification.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCtrait_notification.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCtrait_notification.201;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCtrait_notification.202;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCtrait_notification.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
#EVTDESC38315;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCtrait_notification.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCtrait_notification.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
#EVTDESC38317;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
#EVTDESC38318;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
#EVTDESC38319;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCtrait_notification.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
opinion_kidnapped;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
opinion_attempted_kidnapped;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
faction_invite_claimant;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
faction_invite_claimant_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
TOOLTIPfaction_event_new.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
faction_kidnap_claimant;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
TOOLTIPfaction_kidnap_claimantA;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
faction_kidnap_claimant_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
TOOLTIPfaction_event_new.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
TOOLTIPfaction_event_new.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
TOOLTIPfaction_event_new.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCfaction_event_new.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAfaction_event_new.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCfaction_event_new.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAfaction_event_new.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCfaction_event_new.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAfaction_event_new.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCfaction_event_new.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAfaction_event_new.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCfaction_event_new.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAfaction_event_new.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCfaction_event_new.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAfaction_event_new.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
TOOLTIPindep_plot_defected;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
faction_independence_defect;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
faction_independence_defect_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
opinion_defected_to_me;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
TOOLTTIPfaction_indep_defect;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCfaction_event_new.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAfaction_event_new.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCfaction_event_new.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTOPTAfaction_event_new.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTDESCfaction_event_new.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
