#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
job_physician_pirate;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
job_physician_corsair;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
city_job_physician_andal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
city_job_physician_iron_isles_culture;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
city_job_physician_dornish;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
city_job_physician_high_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
city_job_physician_western_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
city_job_physician_first_men;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
city_job_physician_moon_clansman;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
city_job_physician_rhoynar;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
city_job_physician_old_andal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
city_job_physician_moon_clansman;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
city_job_physician_skagosi;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
city_job_physician_asshai;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
city_job_physician_pirate;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
city_job_physician_corsair;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
LP_job_physician_andal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
LP_job_physician_iron_isles_culture;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
LP_job_physician_dornish;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
LP_job_physician_high_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
LP_job_physician_western_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
LP_job_physician_first_men;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
LP_job_physician_moon_clansman;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
LP_job_physician_rhoynar;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
LP_job_physician_old_andal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
LP_job_physician_moon_clansman;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
LP_job_physician_skagosi;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
LP_job_physician_asshai;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
LP_job_physician_pirate;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
LP_job_physician_corsair;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
NW_job_physician_andal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
NW_job_physician_iron_isles_culture;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
NW_job_physician_dornish;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
NW_job_physician_high_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
NW_job_physician_western_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
NW_job_physician_first_men;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
NW_job_physician_moon_clansman;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
NW_job_physician_rhoynar;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
NW_job_physician_old_andal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
NW_job_physician_moon_clansman;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
NW_job_physician_skagosi;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
NW_job_physician_asshai;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
NW_job_physician_pirate;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
NW_job_physician_corsair;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
nomadic_job_physician_andal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
nomadic_job_physician_iron_isles_culture;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
nomadic_job_physician_dornish;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
nomadic_job_physician_high_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
nomadic_job_physician_western_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
nomadic_job_physician_first_men;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
nomadic_job_physician_moon_clansman;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
nomadic_job_physician_rhoynar;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
nomadic_job_physician_old_andal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
nomadic_job_physician_moon_clansman;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
nomadic_job_physician_skagosi;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
nomadic_job_physician_asshai;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
nomadic_job_physician_pirate;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
nomadic_job_physician_corsair;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
tribal_job_physician_andal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
tribal_job_physician_iron_isles_culture;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
tribal_job_physician_dornish;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
tribal_job_physician_high_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
tribal_job_physician_western_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
tribal_job_physician_first_men;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
tribal_job_physician_moon_clansman;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
tribal_job_physician_rhoynar;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
tribal_job_physician_old_andal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
tribal_job_physician_moon_clansman;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
tribal_job_physician_skagosi;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
tribal_job_physician_asshai;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
tribal_job_physician_pirate;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
tribal_job_physician_corsair;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
employ_maester;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
employ_maester_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
opinion_refused_citadel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTBmaester.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTCmaester.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTDmaester.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTBmaester.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTBmaester.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTTOOLTIPmaester.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTD37055;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
opinion_sent_to_citadel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTNAMEmaester.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.27;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.27;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTNAMEmaester.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.19;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.19;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.20;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.20;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.21;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.21;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTBmaester.21;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.22;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.22;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.23;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.23;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTBmaester.23;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTTOOLTIPmaester.23;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
action_tutor_children_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.24;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.24;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
title_grandmaester;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.25;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.25;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.26;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.26;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTTOOLTIPmaester.22;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTNAMEmaester.33;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.33;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.33;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.34;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.34;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTNAMEmaester.35;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.35;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTDESCmaester.36;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTAmaester.36;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
action_tend_to_wounded;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
action_tend_to_wounded_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
troops_likes_maester;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
troops_unnerve_maester;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
TOOLTIPEMPLOYMAESTER;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTBmaester.24;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
EVTOPTCmaester.24;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
action_serve_court;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
action_serve_court_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
GetMyPhysicianName_Current;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
GetMyPhysicianName_Physician;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x;
