#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#events;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
gods_nghai_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_NGHAI;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
burned_peasant;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
septon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
septon_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
septa;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
septa_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
title_septon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
title_septon_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
title_septa;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
title_septa_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_spiritual;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_spiritual_the_seven;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_spiritual_drowned_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_spiritual_storm_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_spiritual_rhllor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_spiritual_dothraki_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_spiritual_qarth_warlocks;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_spiritual_harpy;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_spiritual_shadowbinders;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_spiritual_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_spiritual_jogos_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_spiritual_pirate;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_spiritual_corsair;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_spiritual_the_seven;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_spiritual_drowned_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_spiritual_storm_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_spiritual_rhllor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_spiritual_dothraki_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_spiritual_qarth_warlocks;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_spiritual_harpy;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_spiritual_shadowbinders;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_spiritual_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_spiritual_jogos_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_spiritual_the_seven;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_spiritual_drowned_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_spiritual_storm_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_spiritual_rhllor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_spiritual_dothraki_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_spiritual_qarth_warlocks;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_spiritual_harpy;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_spiritual_shadowbinders;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_spiritual_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_spiritual_jogos_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nomadic_job_spiritual_the_seven;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nomadic_job_spiritual_drowned_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nomadic_job_spiritual_storm_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nomadic_job_spiritual_rhllor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nomadic_job_spiritual_dothraki_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nomadic_job_spiritual_qarth_warlocks;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nomadic_job_spiritual_harpy;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nomadic_job_spiritual_shadowbinders;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nomadic_job_spiritual_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nomadic_job_spiritual_jogos_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tribal_job_spiritual_the_seven;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tribal_job_spiritual_drowned_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tribal_job_spiritual_storm_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tribal_job_spiritual_rhllor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tribal_job_spiritual_dothraki_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tribal_job_spiritual_qarth_warlocks;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tribal_job_spiritual_harpy;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tribal_job_spiritual_shadowbinders;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tribal_job_spiritual_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tribal_job_spiritual_jogos_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
NW_job_spiritual_the_seven;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
NW_job_spiritual_drowned_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
NW_job_spiritual_storm_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
NW_job_spiritual_rhllor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
NW_job_spiritual_dothraki_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
NW_job_spiritual_qarth_warlocks;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
NW_job_spiritual_harpy;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
NW_job_spiritual_shadowbinders;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
NW_job_spiritual_valyrian;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
NW_job_spiritual_jogos_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
desc_job_spiritual;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPreligious.3TEMPLE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_studying_religion;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAreligious.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAreligious.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAreligious.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAreligious.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPSELECTHIGHSEPTON;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAreligious.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBreligious.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCreligious.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDreligious.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPEVTOPTCreligious.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
high_septon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
high_septon_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_refused_church_career;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_preferred_high_septon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_selected_non_septon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_not_preferred_high_septon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPreligious.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAreligious.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCreligious.17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAreligious.17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
summer_rel_group;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
summer_rel_group_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
summer_rel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
summer_rel_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
father_of_waters;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
